#,Name,Position,Year,Status,team
52,Brian Griffin,DT,R-Fr,Active,Louisburg College
53,Elijah Tinnin,,Fr,Active,Louisburg College
54,Jaylin Mczeke,DB,Fr,Active,Louisburg College
55,Raymond Lewter,,Fr,Active,Louisburg College
56,Steven Muin,,Fr,Active,Louisburg College
57,Chea Scott,,Fr,Active,Louisburg College
58,Malachi Jenkins,,Fr,Active,Louisburg College
59,Jesse Viens,,Fr,Active,Louisburg College
5b,"Samuel Napier, Jr.",,Fr,Active,Louisburg College
6,Dylon O'Neal,QB,R-Fr,Active,Louisburg College
60,Brian Davis,,Fr,Active,Louisburg College
62,Rashad Harris,,Fr,Active,Louisburg College
63,Zackery Johnson,,Fr,Active,Louisburg College
65,Elisio Torres,,Fr,Active,Louisburg College
66,Gabriel Coveny,G,So,Active,Louisburg College
67,Israel Lassiter,,Fr,Active,Louisburg College
68,Robert Magwood,,Fr,Active,Louisburg College
6b,Letraskey Pressley,,Fr,Active,Louisburg College
7,Jameson Prince,,Fr,Active,Louisburg College
8,Markiss Nelson,DB,So,Active,Louisburg College
20,KD Outten,,Fr,Active,Louisburg College
22,Jerell Reddick,RB,So,Active,Louisburg College
69,Gavin Montgomery,G,R-Fr,Active,Louisburg College
70,Demerius Wise,OT,So,Active,Louisburg College
71,Qa'sir Alston,,Fr,Active,Louisburg College
72,Elijah Branham,,Fr,Active,Louisburg College
73,Corey Williams,OL,R-So,Active,Louisburg College
74,Jahfear Ferrell,,Fr,Active,Louisburg College
75,Dakari Sumter,,Fr,Active,Louisburg College
76,Tariq Monroe,OL,So,Active,Louisburg College
78,Timarion Venable,,Fr,Active,Louisburg College
79,Sean Maertzig Maertzig,,Fr,Active,Louisburg College
7a,Jameson Prince,,FR,Active,Louisburg College
7b,Preston Young,DB,R-So,Active,Louisburg College
80,Rashid Jones,,Fr,Active,Louisburg College
81,Preston Torrence,,Fr,Active,Louisburg College
82,Zion Bacon,,Fr,Active,Louisburg College
83,Zi'Myier Davis,,Fr,Active,Louisburg College
84,Christian Norman,WR,R-Fr,Active,Louisburg College
85,Jordan Stockton,,Fr,Active,Louisburg College
86,Elijah Polingo,,Fr,Active,Louisburg College
87,Derrick York,,Fr,Active,Louisburg College
88,Jabari Rone,,Fr,Active,Louisburg College
89,Taevon Edwards,,Fr,Active,Louisburg College
8b,Nathan LaRose,QB,Fr,Active,Louisburg College
90,Eric Gupton,,Fr,Active,Louisburg College
91,Nashir Houston,,R-So,Active,Louisburg College
92,Rafael Brown,DE,So,Active,Louisburg College
93,Kareem Clarke,,R-So,Active,Louisburg College
94,Jayden Hare,OT,R-Fr,Active,Louisburg College
95,Michael Thompson,,R-Fr,Active,Louisburg College
96,Decin Evans,,Fr,Active,Louisburg College
97,Jamal Cole,,Fr,Active,Louisburg College
98,D'Angelo Johnson,,Fr,Active,Louisburg College
99,Royquavious Williams,,So,Active,Louisburg College
9b,Eric Fennell,,R-Fr,Active,Louisburg College
2,Jalan Toomer,DB,So,Active,Minnesota North College-Mesabi Range
3,Lorin Smith,WR,So,Active,Minnesota North College-Mesabi Range
4,Gedeon Mbenga,DB,So,Active,Minnesota North College-Mesabi Range
5,Demetri Hughes,DB,So,Active,Minnesota North College-Mesabi Range
6,Jordan Dejean,WR/DB,So,Active,Minnesota North College-Mesabi Range
7,Jonathan Mosley,QB,So,Active,Minnesota North College-Mesabi Range
8,Shai Momplaisir,LB,So,Active,Minnesota North College-Mesabi Range
9,Antonio Hunt,LB,So,Active,Minnesota North College-Mesabi Range
10,Peyton Minor,WR,Fr,Active,Minnesota North College-Mesabi Range
11,Daniel Bibb,WR,So,Active,Minnesota North College-Mesabi Range
12,Roosevelt Hunter,WR/WS,Fr,Active,Minnesota North College-Mesabi Range
13,Jordan Jones,DB,So,Active,Minnesota North College-Mesabi Range
14,Ty Jacobsen,WR-TE,So,Active,Minnesota North College-Mesabi Range
15,Chevie Reisdorf,QB/DL,Fr,Active,Minnesota North College-Mesabi Range
17,Daelin Julian,WR,Fr,Active,Minnesota North College-Mesabi Range
18,Jaxson Connelly,WR/DL,Fr,Active,Minnesota North College-Mesabi Range
19,Kobe Hayden,WR,Fr,Active,Minnesota North College-Mesabi Range
20,Daniel Kokoska,LB,Fr,Active,Minnesota North College-Mesabi Range
21,Malik Clarke,DB,Fr,Active,Minnesota North College-Mesabi Range
22,Jahmad Lundy,RB,Fr,Active,Minnesota North College-Mesabi Range
23,Latrell Chatman,DB,Fr,Active,Minnesota North College-Mesabi Range
24,Ryan Herberg,RB,Fr,Active,Minnesota North College-Mesabi Range
25,Shawn Fowler,RB,Fr,Active,Minnesota North College-Mesabi Range
26,Jaden Thomas,DB,Fr,Active,Minnesota North College-Mesabi Range
27,Jamarii Bibbs,DB,Fr,Active,Minnesota North College-Mesabi Range
28,Maleek Lane,DB,So,Active,Minnesota North College-Mesabi Range
29,Trequan Hilton,RB,Fr,Active,Minnesota North College-Mesabi Range
30,Antonio Robinson Jr.,DB,Fr,Active,Minnesota North College-Mesabi Range
33,Tayshawn Mitchell,DL,Fr,Active,Minnesota North College-Mesabi Range
34,Nico Roberts,DB,So,Active,Minnesota North College-Mesabi Range
35,J'Kai Chaniel,DL,Fr,Active,Minnesota North College-Mesabi Range
38,Brysen McLeod,DL,So,Active,Minnesota North College-Mesabi Range
47,Dakota Musselman,DL,Fr,Active,Minnesota North College-Mesabi Range
52,TaJ Paul,OL,Fr,Active,Minnesota North College-Mesabi Range
56,Micah Alexander,DL,Fr,Active,Minnesota North College-Mesabi Range
57,Jarron Alto,DL,Fr,Active,Minnesota North College-Mesabi Range
65,Marco Mayorga,OL,Fr,Active,Minnesota North College-Mesabi Range
66,Elijah Ray,OL/DL,Fr,Active,Minnesota North College-Mesabi Range
73,Dennis Lutchoomun,OL/S,So,Active,Minnesota North College-Mesabi Range
74,Javian Faulkner,OL,Fr,Active,Minnesota North College-Mesabi Range
75,Aaron Orstad,OL,Fr,Active,Minnesota North College-Mesabi Range
76,Ayden Weston,OL/DL,Fr,Active,Minnesota North College-Mesabi Range
83,Bode Skifstrom,K/P,Fr,Active,Minnesota North College-Mesabi Range
84,Carsen Winterhalter,TE-FB,Fr,Active,Minnesota North College-Mesabi Range
0,Marcuson Tyler,ATH,So,Active,Minnesota North College-Vermilion
1,Amari Christie,DB,So,Active,Minnesota North College-Vermilion
2,Twann Tutwiler,QB,Fr,Active,Minnesota North College-Vermilion
3,Tremayne Graham,RB,Fr,Active,Minnesota North College-Vermilion
4,Moutrel Meearty,RB,Fr,Active,Minnesota North College-Vermilion
5,Dawon Atchison,DB,Fr,Active,Minnesota North College-Vermilion
7,Eiyjah Sweet,QB,Fr,Active,Minnesota North College-Vermilion
8,Arrie Davis,TE,Fr,Active,Minnesota North College-Vermilion
9,Conner Reece,LB,Fr,Active,Minnesota North College-Vermilion
10,Ty Nance,WR,Fr,Active,Minnesota North College-Vermilion
11,Johnny Bolton,DB,Fr,Active,Minnesota North College-Vermilion
13,Tyler Benjamin,WR,Fr,Active,Minnesota North College-Vermilion
14,DaVaunte Lane,QB,Fr,Active,Minnesota North College-Vermilion
15,Hayden Pilz,MLB,So,Active,Minnesota North College-Vermilion
16,Meguel Johson,DB,Fr,Active,Minnesota North College-Vermilion
18,Jakai Jones,DE,Fr,Active,Minnesota North College-Vermilion
20,Carlos Brown,LS,Fr,Active,Minnesota North College-Vermilion
21,Elias Sparks,C,Fr,Active,Minnesota North College-Vermilion
22,Kendall Aguirre,WR/DE,Fr,Active,Minnesota North College-Vermilion
23,Aaron Butter,LB,Fr,Active,Minnesota North College-Vermilion
24,Lance Xiong,DB,Fr,Active,Minnesota North College-Vermilion
25,Dwayne Jacobs,WR,Fr,Active,Minnesota North College-Vermilion
26,Dakoda Harward,RB,Fr,Active,Minnesota North College-Vermilion
27,Salvador Espinosa,OL,Fr,Active,Minnesota North College-Vermilion
29,Devon Mawby,LB,Fr,Active,Minnesota North College-Vermilion
30,Jamir Brown,DE,Fr,Active,Minnesota North College-Vermilion
33,Gerome Steward,DE,Fr,Active,Minnesota North College-Vermilion
37,Matthew Bock,LB,Fr,Active,Minnesota North College-Vermilion
38,Joshua Aanamndu,LB,Fr,Active,Minnesota North College-Vermilion
44,Daniel Daye,CB,So,Active,Minnesota North College-Vermilion
45,Logan Bubar,K/LB,Fr,Active,Minnesota North College-Vermilion
47,Santos Aosntu,DB,Fr,Active,Minnesota North College-Vermilion
48,Damian Paredes,C,Fr,Active,Minnesota North College-Vermilion
50,Eligah Rivera,OL,Fr,Active,Minnesota North College-Vermilion
52,Shaquay Jackson,OL/DL,So,Active,Minnesota North College-Vermilion
53,Cedric Jackson,OL/DL,Fr,Active,Minnesota North College-Vermilion
55,Antwon McAclams,OL/DL,Fr,Active,Minnesota North College-Vermilion
56,Destin Cloud,OL/DL,Fr,Active,Minnesota North College-Vermilion
69,Thomas Johnson,C,So,Active,Minnesota North College-Vermilion
85,John Sutton,WR,Fr,Active,Minnesota North College-Vermilion
2,J.C Johnson,WR,Sophomore,Active,Minnesota State Community and Technical College
3,Jaden Leonard,DB,Fr,Active,Minnesota State Community and Technical College
4,Rashad Madden,RB,Sophomore,Active,Minnesota State Community and Technical College
5,Zack Sanders\t,Rb,Fr,Active,Minnesota State Community and Technical College
6,De'andre Napier,RB,Sophomore,Active,Minnesota State Community and Technical College
7,Adrian Brown,DB,Fr,Active,Minnesota State Community and Technical College
8,Isaiah Wise,WR,Fr,Active,Minnesota State Community and Technical College
9,Kenyan Pascal,WR,Sophomore,Active,Minnesota State Community and Technical College
10,Saddam Richardson,RB,Fr,Active,Minnesota State Community and Technical College
11,Nate Rivera,WR,Fr,Active,Minnesota State Community and Technical College
12,Evan Schipper,QB,Fr,Active,Minnesota State Community and Technical College
13,Jeremiah Richardson,WR,Fr,Active,Minnesota State Community and Technical College
14,Nolan Sharapata,QB,Fr,Active,Minnesota State Community and Technical College
15,Ebisa Worika,QB,Fr,Active,Minnesota State Community and Technical College
16,Cole Cripps,WR,Fr,Active,Minnesota State Community and Technical College
17,Brendin Fallon,LB,Sophomore,Active,Minnesota State Community and Technical College
18,Cole Cashman\t,QB,Fr,Active,Minnesota State Community and Technical College
19,Jason Taylor,LB,Fr,Active,Minnesota State Community and Technical College
20,Pichonaud Jackenson,DB,Fr,Active,Minnesota State Community and Technical College
21,Damon Lyons,DB,Fr,Active,Minnesota State Community and Technical College
22,Davion Giles,LB,Fr,Active,Minnesota State Community and Technical College
23,Isaiah Rankine,LB,Fr,Active,Minnesota State Community and Technical College
23,Isaiah Rankine,LB,Freshman,Inactive,Minnesota State Community and Technical College
24,Jaden Reed,DB,Sophomore,Active,Minnesota State Community and Technical College
25,Ralph Pegues,LB,Fr,Active,Minnesota State Community and Technical College
26,Corey Queen,DB,Fr,Active,Minnesota State Community and Technical College
27,Alfred Salvant,DB,Fr,Active,Minnesota State Community and Technical College
28,Stephon Chapmam,LB,Sophomore,Active,Minnesota State Community and Technical College
28,Stephon Chapman,,Sophomore,Inactive,Minnesota State Community and Technical College
29,Antonio Sanchez,DB,Fr,Active,Minnesota State Community and Technical College
30,Mohamed Bamba,LB,Fr,Active,Minnesota State Community and Technical College
32,Jobeth Manga,DB,Sophomore,Active,Minnesota State Community and Technical College
33,Berlitz Legrand,LB,Sophomore,Active,Minnesota State Community and Technical College
34,Antonio Pore,DL,Fr,Active,Minnesota State Community and Technical College
42,Ashton Shockman,,,Active,Minnesota State Community and Technical College
45,Devin Foulkes,LB,Fr,Active,Minnesota State Community and Technical College
49,Brian Valient,LB,Fr,Active,Minnesota State Community and Technical College
52,Marion Shaffer,DL,Fr,Active,Minnesota State Community and Technical College
53,Ivinn Mom,G/DT,Fr,Active,Minnesota State Community and Technical College
54,Tommie Gilkey,DL,Fr,Active,Minnesota State Community and Technical College
55,Jeremiah Gaines,DL,Sophomore,Active,Minnesota State Community and Technical College
56,Clyde Bryant,OL,Fr,Active,Minnesota State Community and Technical College
56,Clyde Bryant,,Freshman,Inactive,Minnesota State Community and Technical College
58,Brady Schubitzke,OL,Fr,Active,Minnesota State Community and Technical College
70,Samuel Moran,OL,Fr,Active,Minnesota State Community and Technical College
70,Samuel Moran,,Freshman,Inactive,Minnesota State Community and Technical College
71,Tom Henderson,OL,Fr,Active,Minnesota State Community and Technical College
75,Dailyn Davis,OL,Fr,Active,Minnesota State Community and Technical College
79,Caleb Antwi,,Freshman,Inactive,Minnesota State Community and Technical College
80,Elijah Hendrix,TE,Sophomore,Active,Minnesota State Community and Technical College
81,Luke Newman\t,TE,Fr,Active,Minnesota State Community and Technical College
82,Jerden Alderson,WR,Fr,Active,Minnesota State Community and Technical College
82,Jerden Alderson,,Freshman,Inactive,Minnesota State Community and Technical College
83,Chethra Ean,WR,Fr,Active,Minnesota State Community and Technical College
85,Joseph Thompson,WR,Fr,Active,Minnesota State Community and Technical College
90,Piero Cooper,DL,Fr,Active,Minnesota State Community and Technical College
90,Piero Cooper,,Freshman,Inactive,Minnesota State Community and Technical College
94,Thierry Tetevi,DL,Fr,Active,Minnesota State Community and Technical College
95,Marcus Bradley,DL,Sophomore,Active,Minnesota State Community and Technical College
97,Jaydon Manteufel,K,Sophomore,Active,Minnesota State Community and Technical College
98,Carter Schultz,,Fr,Active,Minnesota State Community and Technical College
NA,Kendell Brown,Wr,Fr,Active,Minnesota State Community and Technical College
NA,Blake Flint,OL,Sophomore,Active,Minnesota State Community and Technical College
NA,Jeffery Newburey,QB,Fr,Active,Minnesota State Community and Technical College
NA,TJ Orro\t,DL,Sophomore,Active,Minnesota State Community and Technical College
NA,Kevin Polanco,OL,Sophomore,Active,Minnesota State Community and Technical College
NA,Cristino Rivera,WR,Sophomore,Active,Minnesota State Community and Technical College
1,Alton Williams,DB,Fr,Active,Minnesota West Community & Technical College
2,Terrance Pierre,LB,RFR,Active,Minnesota West Community & Technical College
3,Yusuf Farah,QB,So,Active,Minnesota West Community & Technical College
4,Deante Porter,LB,So,Active,Minnesota West Community & Technical College
5,Marlon Fluker,WR,Fr,Active,Minnesota West Community & Technical College
6,Joshua Yarbrough,TE,So,Active,Minnesota West Community & Technical College
7,Ashton Sandbulte,RB,RFR,Active,Minnesota West Community & Technical College
8,Anthony Collier,DB,RFR,Active,Minnesota West Community & Technical College
9,David Okoli,DB,RFR,Active,Minnesota West Community & Technical College
10,Khary Shaw,DB,So,Active,Minnesota West Community & Technical College
11,Dominic Roy,DB,RFR,Active,Minnesota West Community & Technical College
12,Rex Graydon,WR,So,Active,Minnesota West Community & Technical College
13,Elijah Alexander,QB,RFR,Active,Minnesota West Community & Technical College
14,Tacolby Granger,WR,So,Active,Minnesota West Community & Technical College
15,Hunter Grathwohl,RB,Fr,Active,Minnesota West Community & Technical College
16,Cobe Stoever,QB,Fr,Inactive,Minnesota West Community & Technical College
17,Ethan Pridgen,WR,Fr,Active,Minnesota West Community & Technical College
18,Shenard Foster,WR,RFR,Active,Minnesota West Community & Technical College
19,Rashaye Rogers,WR,So,Active,Minnesota West Community & Technical College
20,Brandon Coleman,RB,Fr,Active,Minnesota West Community & Technical College
21,Stanley Mack,DB,RFR,Active,Minnesota West Community & Technical College
22,Justin Spears,DB,Fr,Active,Minnesota West Community & Technical College
23,Leuma Pomele,LB,Fr,Active,Minnesota West Community & Technical College
24,Quonterrion Brooks,RB,So,Active,Minnesota West Community & Technical College
25,Erick Tucker,RB,RFR,Active,Minnesota West Community & Technical College
26,Matthew Bennett,DB,RFR,Active,Minnesota West Community & Technical College
27,Taevion Brown,DB,RFR,Active,Minnesota West Community & Technical College
28,Connor Smith,DB,Fr,Active,Minnesota West Community & Technical College
29,Matthew Remakel,LB,Fr,Active,Minnesota West Community & Technical College
31,Bryce Nutall,LB,Fr,Active,Minnesota West Community & Technical College
32,Nasim Zeidi,LB,So,Active,Minnesota West Community & Technical College
33,Kayleon Ashie,LB,RFR,Active,Minnesota West Community & Technical College
34,Brody Knapp,DL,So,Active,Minnesota West Community & Technical College
35,Derrick McBride,LB,Fr,Active,Minnesota West Community & Technical College
36,Laird Keeton,DB,Fr,Active,Minnesota West Community & Technical College
38,Jordan Scott,LB,Fr,Active,Minnesota West Community & Technical College
40,Jaden Johnson,DL,Fr,Active,Minnesota West Community & Technical College
42,Haben Neguse,K,Fr,Active,Minnesota West Community & Technical College
44,Robin Braun,K,Fr,Active,Minnesota West Community & Technical College
52,Laron Fairley,OL/DL,Fr,Active,Minnesota West Community & Technical College
54,Ti`Joun Thomas,OL,Fr,Active,Minnesota West Community & Technical College
55,Josh Noble,OL,So,Active,Minnesota West Community & Technical College
56,Ebrima Camara,OL/DL,Fr,Active,Minnesota West Community & Technical College
65,Christion Thomas,OL,Fr,Inactive,Minnesota West Community & Technical College
66,Chris Gonzalez,OL/DL,Fr,Active,Minnesota West Community & Technical College
73,Blake Misurek,OL,Fr,Active,Minnesota West Community & Technical College
77,Cohl Becker,OL,Fr,Active,Minnesota West Community & Technical College
82,Terry Davis,TE,Fr,Active,Minnesota West Community & Technical College
83,AJ Hollmon,WR,Fr,Active,Minnesota West Community & Technical College
84,Dezmond Clark,WR,Fr,Active,Minnesota West Community & Technical College
85,Jaiden Proctor,WR,Fr,Active,Minnesota West Community & Technical College
86,Lauren Ruth,WR,Fr,Active,Minnesota West Community & Technical College
87,Haven Nilsestuen,WR,Fr,Active,Minnesota West Community & Technical College
96,Keith Hills,DL,Fr,Active,Minnesota West Community & Technical College
97,Jayvarion Peters,DL,So,Active,Minnesota West Community & Technical College
98,Sahid Sesay,DL,Fr,Active,Minnesota West Community & Technical College
99,Dyler Williams,DL,Fr,Active,Minnesota West Community & Technical College
1,Elijah White,WR,Fr,Active,Nassau Community College
2,Aiden Alkins,DB,Fr,Active,Nassau Community College
3,Eriq Harris,RB,Fr,Active,Nassau Community College
4,Kanayo Maijeh,DL,So,Active,Nassau Community College
5,Andre Mottas,WR,So,Active,Nassau Community College
6,Leonardo Lopez,LB,Fr,Active,Nassau Community College
7,Vincent Spina,DB,Fr,Active,Nassau Community College
8,D'Tre. Matthews,QB,So,Active,Nassau Community College
9,Caleib Corbett,RB,Fr,Active,Nassau Community College
10,Elijah Porter,WR,So,Active,Nassau Community College
11,John Munoz,LB,So,Active,Nassau Community College
12,Prince Perry,QB,Fr,Active,Nassau Community College
13,Nick Paris,WR,Fr,Active,Nassau Community College
14,Andrew Cardon,QB,Fr,Active,Nassau Community College
